id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C02233,Leidy María Ayala,35,Femenino,Cusco,Santiago,2025-07-21,Tienda,Nuevo
C02234,Lina Lilia Arias García,18,Femenino,Lima,Comas,2023-08-12,Tienda,Ocasional
C02235,Alejandra Granados Serrano,49,Femenino,Arequipa,Cayma,2025-02-08,Tienda,Ocasional
C02236,Andrés López,44,Masculino,Trujillo,Victor Larco,2023-12-15,App,Ocasional
C02237,Valentina Estefanía Salcedo,26,Femenino,Lima,Ate,2024-08-10,App,Premium
C02238,Antonio Bravo Espitia,37,Masculino,Lima,San Borja,2023-08-01,Tienda,Regular
C02239,Sandra Blanca Murcia,52,Femenino,Lima,Villa El Salvador,2023-11-23,Tienda,Regular
C02240,Paula Padilla,23,Femenino,Piura,Catacaos,2024-04-18,Tienda,Ocasional
C02241,Sandra Francia Salcedo Daza,38,Femenino,Cusco,Santiago,2022-12-08,Web,Regular
C02242,Marina Yepes,45,Femenino,Lima,Comas,2024-11-09,App,Nuevo
C02243,Ángel Alexander Rentería Pérez,29,Masculino,Cusco,Cusco Cercado,2024-10-01,Web,Nuevo
C02244,Camila Esther Buitrago,45,Femenino,Lima,San Isidro,2024-04-05,Tienda,Ocasional
C02245,Amparo Mora Herrera,27,Femenino,Cusco,San Sebastian,2022-04-25,App,Nuevo
C02246,Mayra Aura Castellanos Moreno,52,Femenino,Trujillo,El Porvenir,2023-12-31,App,Regular
C02247,Inés Kelly Cardona López,33,Femenino,Lima,Comas,2025-02-07,Tienda,Ocasional
C02248,Carlos Pérez,28,Masculino,Lima,La Molina,2024-08-31,Tienda,Premium
C02249,Albeiro Muñoz,42,Masculino,Lima,La Molina,2023-04-20,Tienda,Ocasional
C02250,Amparo Eliana Cardona,18,Femenino,Arequipa,Yanahuara,2023-11-23,Tienda,Regular
C02251,Dario Ernesto Palacios Carmona,36,Masculino,Arequipa,Paucarpata,2022-03-06,App,Premium
C02252,Néstor Rivera,36,Masculino,Arequipa,Paucarpata,2023-04-19,App,Regular
C02253,Ricardo Obando,62,Masculino,Piura,Castilla,2025-04-05,Tienda,Regular
C02254,Milton Medina,45,Masculino,Lima,San Borja,2023-08-19,App,Premium
C02255,Alberto González Medina,51,Masculino,Lima,Villa El Salvador,2024-02-17,Tienda,Regular
C02256,Andrés López Rojas,29,Masculino,Cusco,San Sebastian,2023-09-11,Tienda,Regular
C02257,Pablo Luis Forero Bautista,24,Masculino,Lima,San Borja,2025-07-18,Tienda,Ocasional
C02258,Omaira Ruiz,20,Femenino,Lima,Miraflores,2025-05-02,App,Regular
C02259,Daniela Calderón Correa,46,Femenino,Lima,Surco,2023-12-10,App,Ocasional
C02260,Katherine Mayerly Vargas Guzmán,26,Femenino,Lima,San Borja,2024-08-25,App,Premium
C02261,Leonardo López,22,Masculino,Piura,Castilla,2022-01-16,Tienda,Regular
C02262,Karen Consuelo Sánchez,50,Femenino,Lima,Los Olivos,2024-09-09,Tienda,Premium
C02263,Juana Josefina Jaimes Jaimes,49,Femenino,Arequipa,Yanahuara,2023-06-02,Web,Premium
C02264,Jonatan Fredy Castro,33,Masculino,Trujillo,Victor Larco,2023-08-17,App,Regular
C02265,Segundo Ramiro Sierra,33,Masculino,Lima,Miraflores,2025-06-21,Tienda,Regular
C02266,Ramón Héctor Ojeda,36,Masculino,Cusco,Wanchaq,2022-04-17,App,Regular
C02267,Jair Felipe Galindo,28,Masculino,Lima,Los Olivos,2023-11-24,Web,Premium
C02268,Javier Josué Castro,26,Masculino,Trujillo,Victor Larco,2023-08-23,App,Regular
C02269,Adiela Barrera Gamboa,40,Femenino,Lima,Villa El Salvador,2022-11-17,Tienda,Nuevo
C02270,Patricia Acosta Suárez,38,Femenino,Cusco,San Jeronimo,2025-08-11,App,Ocasional
C02271,Iván Bolaños Ortega,27,Masculino,Arequipa,Paucarpata,2022-01-22,Tienda,Regular
C02272,Germán Patiño Monroy,49,Masculino,Cusco,Santiago,2022-12-16,Tienda,Regular
C02273,Liliana Sara Burgos,62,Femenino,Piura,Veintiseis de Octubre,2023-01-15,Tienda,Nuevo
C02274,Luis Martínez Arango,26,Masculino,Cusco,Cusco Cercado,2022-11-15,App,Regular
C02275,Heriberto Márquez Reyes,34,Masculino,Cusco,Cusco Cercado,2023-10-30,Tienda,Nuevo
C02276,Eduardo José Vargas,18,Masculino,Lima,San Borja,2022-01-25,Web,Regular
C02277,Fernanda Patricia Castillo,50,Femenino,Lima,San Isidro,2022-08-08,Tienda,Ocasional
C02278,José Toro,21,Masculino,Cusco,Wanchaq,2025-07-05,Tienda,Nuevo
C02279,Myriam María García Hernández,38,Femenino,Lima,Ate,2022-02-28,Tienda,Regular
C02280,Carlos Antonio Córdoba Parra,45,Masculino,Cusco,San Jeronimo,2022-06-09,Tienda,Nuevo
C02281,Luis Garzón Gómez,47,Masculino,Piura,Veintiseis de Octubre,2023-01-16,Tienda,Premium
C02282,Andrés Vanegas,23,Masculino,Lima,Surco,2024-06-06,App,Nuevo
C02283,Jesús Agudelo,28,Masculino,Lima,Miraflores,2023-11-02,App,Ocasional
C02284,Andrés Francisco Guevara,34,Masculino,Arequipa,Yanahuara,2025-04-05,Web,Ocasional
C02285,Rosario Patricia Bonilla,18,Femenino,Lima,Los Olivos,2022-09-03,Tienda,Premium
C02286,Liceth Angie Cáceres Cardona,29,Femenino,Lima,Surco,2024-07-06,App,Regular
C02287,Fernando Gabriel Marín,44,Masculino,Lima,Villa El Salvador,2023-03-28,Tienda,Nuevo
C02288,Yesenia Yulieth Buitrago,49,Femenino,Lima,La Molina,2025-07-11,Tienda,Regular
C02289,Lorena Carmen Bravo Moreno,22,Femenino,Piura,Veintiseis de Octubre,2024-10-15,Tienda,Nuevo
C02290,Diana Villegas,26,Femenino,Lima,Surco,2022-10-03,Tienda,Nuevo
C02291,Enrique Abel Franco,28,Masculino,Arequipa,Cerro Colorado,2025-05-23,Tienda,Regular
C02292,Diana Yaneth Bautista,53,Femenino,Piura,Veintiseis de Octubre,2022-01-02,Tienda,Regular
C02293,Yesid Mauricio López,30,Masculino,Lima,Miraflores,2023-06-25,Tienda,Premium
C02294,Ángela Diana Delgado,39,Femenino,Piura,Catacaos,2024-01-03,Web,Nuevo
C02295,Andrés Germán Rincón Barbosa,51,Masculino,Lima,Comas,2023-06-13,Web,Regular
C02296,Dario Londoño,45,Masculino,Trujillo,El Porvenir,2023-06-16,App,Regular
C02297,Jhon David Ospina,46,Masculino,Lima,Villa El Salvador,2022-03-12,App,Ocasional
C02298,Paula Gil,52,Femenino,Trujillo,El Porvenir,2022-03-20,Tienda,Premium
C02299,David Ramos Pabón,18,Masculino,Lima,Los Olivos,2022-01-28,App,Nuevo
C02300,María López Cortés,41,Femenino,Lima,Villa El Salvador,2025-03-16,App,Regular
C02301,Leonardo Salazar Uribe,40,Masculino,Arequipa,Yanahuara,2025-03-22,Web,Ocasional
C02302,Valentina Margoth Cárdenas Cantillo,30,Femenino,Arequipa,Cayma,2023-04-04,App,Regular
C02303,Juan Álvaro Medina Fernández,50,Masculino,Lima,Miraflores,2024-05-28,App,Ocasional
C02304,Jaime Guerrero Suárez,52,Masculino,Lima,San Isidro,2022-01-21,Tienda,Ocasional
C02305,Eugenia Elena Álvarez,30,Femenino,Lima,Villa El Salvador,2022-01-09,Tienda,Ocasional
C02306,Julieth Vanegas Méndez,20,Femenino,Arequipa,Cercado,2022-05-05,Tienda,Regular
C02307,Fernando Tovar,18,Masculino,Arequipa,Yanahuara,2025-10-17,App,Regular
C02308,Henry Monroy,62,Masculino,Piura,Catacaos,2023-07-26,Tienda,Regular
C02309,Ángela María Sánchez Pedraza,31,Femenino,Arequipa,Yanahuara,2025-05-31,Tienda,Nuevo
C02310,Sandra Espitia Forero,41,Femenino,Piura,Catacaos,2024-04-06,Web,Regular
C02311,Nelson García Zapata,38,Masculino,Cusco,Cusco Cercado,2022-02-12,Tienda,Regular
C02312,Smith Mauricio Zuluaga León,56,Masculino,Lima,San Isidro,2025-01-14,Tienda,Ocasional
C02313,Yadira Rincón,20,Femenino,Piura,Piura Cercado,2024-08-20,App,Premium
C02314,Wilson Marín,35,Masculino,Trujillo,La Esperanza,2022-01-01,Tienda,Nuevo
C02315,Yesenia Matilde Ramírez Valderrama,28,Femenino,Piura,Catacaos,2023-12-06,Tienda,Regular
C02316,Saúl González,32,Masculino,Lima,Surco,2025-03-22,App,Regular
C02317,Andrés Carlos Palacios,24,Masculino,Lima,La Molina,2024-05-14,Web,Regular
C02318,Rubén Díaz,25,Masculino,Lima,Comas,2022-10-08,Tienda,Nuevo
C02319,Inés Muñoz,40,Femenino,Lima,Surco,2024-10-21,App,Ocasional
C02320,Paola María Sarmiento Castillo,39,Femenino,Lima,Miraflores,2025-09-01,App,Regular
C02321,Dora Martha Velasco Hoyos,23,Femenino,Piura,Veintiseis de Octubre,2025-02-17,Tienda,Nuevo
C02322,Jenny Prieto Arévalo,35,Femenino,Trujillo,La Esperanza,2025-02-25,Tienda,Regular
C02323,Ricardo Eduardo Cárdenas,25,Masculino,Lima,Villa El Salvador,2024-05-14,App,Regular
C02324,Martha Blanco Zapata,46,Femenino,Lima,Surco,2024-07-14,Web,Premium
C02325,Olga Fernanda Amaya Ortiz,47,Femenino,Lima,Villa El Salvador,2022-01-12,Tienda,Nuevo
C02326,Nancy Parra Restrepo,51,Femenino,Lima,Surco,2024-09-12,App,Regular
C02327,Clara Carolina Hurtado,34,Femenino,Trujillo,La Esperanza,2023-08-04,Web,Premium
C02328,Paola Marcela Gallego Martínez,31,Femenino,Cusco,Wanchaq,2025-10-23,Tienda,Nuevo
C02329,Alexander Yesid Garzón Cardona,38,Masculino,Lima,Surco,2025-06-29,Tienda,Regular
C02330,Valentina Luz Mendoza,31,Femenino,Trujillo,Victor Larco,2024-09-21,App,Premium
C02331,Ramiro Cristhian Hernández Navarro,38,Masculino,Lima,Miraflores,2022-04-19,App,Nuevo
C02332,Nidia Camila Rodríguez Ramos,32,Femenino,Piura,Veintiseis de Octubre,2023-06-22,Web,Regular
C02333,Verónica Mejía Hernández,24,Femenino,Lima,Comas,2022-03-27,App,Regular
C02334,Stiven Zapata Blanco,41,Masculino,Lima,La Molina,2024-08-22,Tienda,Nuevo
C02335,Diego Carlos Duarte,48,Masculino,Lima,San Juan de Lurigancho,2025-11-28,App,Regular
C02336,Luis Víctor Gómez Posada,46,Masculino,Piura,Piura Cercado,2024-10-04,App,Ocasional
C02337,Henry Miguel Hernández Gutiérrez,24,Masculino,Lima,San Borja,2024-04-26,Tienda,Regular
C02338,Katherine Martha Mena Fernández,54,Femenino,Lima,Los Olivos,2022-02-01,Tienda,Ocasional
C02339,Mary María Aguilar,18,Femenino,Lima,San Juan de Lurigancho,2025-07-22,Tienda,Premium
C02340,Maribel Kelly Alarcón,30,Femenino,Lima,Villa El Salvador,2024-09-19,Tienda,Premium
C02341,William Jaime Vargas,39,Masculino,Lima,Villa El Salvador,2025-08-10,Tienda,Regular
C02342,María Cruz Ramírez,38,Femenino,Lima,Miraflores,2025-04-03,App,Regular
C02343,Salvador Pardo Arias,34,Masculino,Trujillo,Trujillo Cercado,2023-12-09,Tienda,Regular
C02344,Yulieth Diana Sarmiento Castro,32,Femenino,Arequipa,Paucarpata,2022-09-02,Web,Regular
C02345,Antonio León Zambrano Fonseca,33,Masculino,Lima,San Isidro,2023-11-07,Web,Nuevo
C02346,Juan Yeison Burbano Méndez,50,Masculino,Lima,Miraflores,2025-06-11,App,Ocasional
C02347,Humberto Alfonso Hernández Burbano,51,Masculino,Arequipa,Cercado,2023-10-05,App,Ocasional
C02348,Marina Rosa Bolaños Zuluaga,39,Femenino,Arequipa,Yanahuara,2023-10-24,Tienda,Nuevo
C02349,Victoria Sofía Velasco Jaramillo,26,Femenino,Trujillo,La Esperanza,2025-04-27,Tienda,Ocasional
C02350,María Guerrero,46,Femenino,Lima,San Borja,2022-11-30,Web,Premium
C02351,Angie Denis Gómez Narváez,55,Femenino,Trujillo,El Porvenir,2025-11-05,App,Ocasional
C02352,Julián Leonardo Benítez,47,Masculino,Piura,Veintiseis de Octubre,2022-03-12,Web,Regular
C02353,Daniel Mosquera,30,Masculino,Piura,Catacaos,2022-09-10,Web,Premium
C02354,Carlos Álvarez Méndez,33,Masculino,Piura,Piura Cercado,2022-02-08,Tienda,Ocasional
C02355,Estela Agudelo Velasco,54,Femenino,Lima,Villa El Salvador,2023-10-11,Web,Ocasional
C02356,Esteban Carlos Rodríguez Orjuela,42,Masculino,Lima,La Molina,2024-09-10,Tienda,Regular
C02357,Luz Martha Ortega,26,Femenino,Piura,Veintiseis de Octubre,2022-07-02,App,Ocasional
C02358,Juan Mario Durán Ibarra,53,Masculino,Lima,San Borja,2023-11-29,Tienda,Nuevo
C02359,Fernanda Rodríguez Montoya,32,Femenino,Lima,Comas,2023-10-04,Tienda,Premium
C02360,David González,59,Masculino,Piura,Piura Cercado,2024-08-18,Tienda,Premium
C02361,Gabriela Verónica Arango,68,Femenino,Piura,Castilla,2023-08-02,Tienda,Regular
C02362,José Soto,57,Masculino,Lima,Ate,2024-05-17,Tienda,Regular
C02363,Jhoan Caicedo,48,Masculino,Lima,San Borja,2022-10-20,App,Ocasional
C02364,Katherine Gutiérrez Duarte,39,Femenino,Trujillo,Trujillo Cercado,2023-06-20,Web,Premium
C02365,Marisol López Bustos,22,Femenino,Trujillo,El Porvenir,2024-06-20,Tienda,Premium
C02366,Emilio Rojas,30,Masculino,Lima,Los Olivos,2023-07-07,App,Regular
C02367,Adolfo Molina Velásquez,25,Masculino,Trujillo,Huanchaco,2022-10-29,Tienda,Regular
C02368,Daniela Ospina,32,Femenino,Arequipa,Cayma,2025-06-11,App,Regular
C02369,Yeimy Gutiérrez,42,Femenino,Cusco,Cusco Cercado,2024-10-10,Tienda,Regular
C02370,Johana Valderrama,32,Femenino,Lima,Miraflores,2024-03-05,Tienda,Premium
C02371,Jairo Martínez,49,Masculino,Lima,La Molina,2024-04-23,App,Ocasional
C02372,Janeth Lucía Rincón,29,Femenino,Arequipa,Cayma,2025-05-31,Tienda,Premium
C02373,Yenifer Toro González,44,Femenino,Lima,La Molina,2024-06-28,App,Regular
C02374,Beatriz Nidia Ortega Aguilar,52,Femenino,Trujillo,La Esperanza,2023-09-04,App,Premium
C02375,Luis Pérez Pérez,30,Masculino,Lima,Villa El Salvador,2022-02-07,Tienda,Regular
C02376,Alba Acosta Osorio,37,Femenino,Arequipa,Cerro Colorado,2024-08-06,App,Regular
C02377,Segundo Juan Ramírez,26,Masculino,Lima,Miraflores,2023-03-20,App,Premium
C02378,Milena Ríos Rosero,29,Femenino,Cusco,San Jeronimo,2024-07-13,Tienda,Ocasional
C02379,Inés Rosa Sánchez Bonilla,41,Femenino,Trujillo,La Esperanza,2023-08-17,App,Ocasional
C02380,Estela Luz Quintero,41,Femenino,Lima,Los Olivos,2025-03-07,Tienda,Ocasional
C02381,María Ortiz Mosquera,48,Femenino,Piura,Piura Cercado,2025-05-07,Tienda,Nuevo
C02382,Antonio Calderón,29,Masculino,Piura,Veintiseis de Octubre,2024-12-30,Tienda,Regular
C02383,Virginia Trujillo,40,Femenino,Lima,Surco,2025-07-15,Tienda,Ocasional
C02384,Inés Vega Osorio,46,Femenino,Lima,Ate,2024-11-27,Web,Regular
C02385,Mauricio Gallego,37,Masculino,Lima,La Molina,2023-10-29,App,Regular
C02386,Marcela Fabiola Sierra,41,Femenino,Cusco,San Sebastian,2024-08-28,Tienda,Ocasional
C02387,Dary Molina Palacios,20,Femenino,Piura,Castilla,2023-07-31,Tienda,Regular
C02388,Camilo Suárez,27,Masculino,Cusco,San Jeronimo,2025-01-11,Web,Ocasional
C02389,Nohora Murillo,52,Femenino,Trujillo,Huanchaco,2023-12-09,Tienda,Regular
C02390,David Guerrero,18,Masculino,Cusco,San Jeronimo,2022-07-14,App,Regular
C02391,Martín Chávez García,18,Masculino,Lima,Surco,2022-10-27,Tienda,Regular
C02392,Juan Barrios,39,Masculino,Lima,Comas,2025-04-08,Tienda,Ocasional
C02393,Orlando Eduardo Ayala,19,Masculino,Arequipa,Yanahuara,2025-07-02,Tienda,Regular
C02394,Cecilia Judith Parra Niño,56,Femenino,Lima,San Borja,2025-03-23,Tienda,Regular
C02395,Juan Villamizar,53,Masculino,Trujillo,Victor Larco,2024-10-17,Tienda,Regular
C02396,Libardo Martínez,29,Masculino,Lima,Comas,2022-02-05,Web,Ocasional
C02397,Edgar Bonilla Sánchez,39,Masculino,Arequipa,Paucarpata,2022-11-13,Web,Regular
C02398,Andrea Narváez Sepúlveda,27,Femenino,Lima,Los Olivos,2022-04-26,App,Premium
C02399,Gerson Romero,18,Masculino,Lima,Surco,2025-07-30,App,Ocasional
C02400,Julio Alexander García,41,Masculino,Arequipa,Paucarpata,2023-04-27,Web,Ocasional
C02401,Elena Hernández Castro,19,Femenino,Trujillo,La Esperanza,2023-06-26,Tienda,Ocasional
C02402,Andrea Gutiérrez,45,Femenino,Lima,La Molina,2023-03-20,App,Regular
C02403,Leidy Pinto,56,Femenino,Lima,Ate,2023-12-23,App,Nuevo
C02404,Andrés Ángel Parra,42,Masculino,Lima,Los Olivos,2023-01-20,Tienda,Nuevo
C02405,Yuly Mejía,55,Femenino,Arequipa,Cayma,2023-08-30,App,Regular
C02406,Fredy Pedro Pardo,37,Masculino,Lima,San Isidro,2025-06-05,Tienda,Regular
C02407,Milena Benavides Peña,48,Femenino,Lima,San Borja,2023-10-22,Tienda,Nuevo
C02408,José Antonio González,49,Masculino,Lima,Los Olivos,2022-05-24,Tienda,Ocasional
C02409,María Ramírez Hernández,33,Femenino,Cusco,Wanchaq,2023-12-18,Tienda,Premium
C02410,Johana Serna Forero,45,Femenino,Cusco,Cusco Cercado,2024-04-10,App,Regular
C02411,María Valencia,40,Femenino,Piura,Veintiseis de Octubre,2023-04-27,Tienda,Nuevo
C02412,Lucila Beltrán,19,Femenino,Lima,Ate,2022-01-29,Web,Regular
C02413,Karen Martínez Caicedo,28,Femenino,Cusco,Santiago,2025-10-16,Web,Ocasional
C02414,José James Toro,29,Masculino,Cusco,Cusco Cercado,2022-05-11,Tienda,Premium
C02415,Orlando Harold Durán,26,Masculino,Cusco,Santiago,2024-12-07,Web,Ocasional
C02416,María Andrade Romero,29,Femenino,Lima,Surco,2025-08-12,Tienda,Regular
C02417,Luis Dario Muñoz Ardila,52,Masculino,Lima,Los Olivos,2022-06-21,Tienda,Nuevo
C02418,Carlos Córdoba,30,Masculino,Cusco,San Sebastian,2025-10-02,Tienda,Ocasional
C02419,Daniel Diego Rojas,44,Masculino,Piura,Catacaos,2024-09-06,Web,Regular
C02420,Edna Saavedra Palacios,58,Femenino,Lima,San Juan de Lurigancho,2025-05-04,Tienda,Nuevo
C02421,Antonio Gómez Burgos,37,Masculino,Piura,Veintiseis de Octubre,2025-09-07,Web,Regular
C02422,Felipe Manuel Blanco,32,Masculino,Lima,Villa El Salvador,2023-07-12,Web,Premium
C02423,Catalina Gil,42,Femenino,Arequipa,Yanahuara,2025-05-20,App,Regular
C02424,Carmen Alexandra Jiménez Pineda,18,Femenino,Lima,San Borja,2022-03-06,Tienda,Regular
C02425,Fabián Tulio Pinto Beltrán,28,Masculino,Lima,San Borja,2022-05-02,Web,Regular
C02426,Myriam Carmen Gómez,40,Femenino,Trujillo,La Esperanza,2023-02-19,App,Premium
C02427,Carmen Navarro López,18,Femenino,Lima,Surco,2025-07-28,App,Regular
C02428,Iván Julián Jiménez Cifuentes,53,Masculino,Lima,Villa El Salvador,2024-04-20,Tienda,Ocasional
C02429,Fernando Salazar Acevedo,45,Masculino,Lima,La Molina,2023-01-26,App,Regular
C02430,Alberto Dario Giraldo,53,Masculino,Lima,San Borja,2025-05-12,Web,Nuevo
C02431,Andrea Duque Suárez,32,Femenino,Cusco,Wanchaq,2024-11-16,Tienda,Regular
C02432,Fernanda Saavedra Ángel,37,Femenino,Cusco,Wanchaq,2024-11-27,App,Ocasional
C02433,Lucía Pérez,49,Femenino,Arequipa,Paucarpata,2022-09-24,Web,Regular
C02434,Antonio Antonio Orozco García,60,Masculino,Cusco,San Jeronimo,2022-09-28,App,Regular
C02435,Enrique Adolfo Arboleda,49,Masculino,Trujillo,La Esperanza,2022-07-11,Tienda,Ocasional
C02436,Antonio Jhon Quintero Mena,44,Masculino,Lima,San Juan de Lurigancho,2022-03-16,Tienda,Premium
C02437,Misael Antonio Gómez Barreto,59,Masculino,Lima,Los Olivos,2022-09-10,Tienda,Regular
C02438,Juan Alfredo Gómez,49,Masculino,Lima,San Borja,2023-02-06,Tienda,Nuevo
C02439,Óscar Julio Ramírez,18,Masculino,Lima,La Molina,2022-09-28,Tienda,Regular
C02440,María Rengifo Herrera,42,Femenino,Arequipa,Cercado,2025-09-25,Web,Regular
C02441,Dora Torres Niño,40,Femenino,Trujillo,Trujillo Cercado,2023-03-28,Tienda,Ocasional
C02442,Carlos Aguirre Loaiza,46,Masculino,Cusco,Cusco Cercado,2023-01-05,Tienda,Ocasional
C02443,Fernanda Calderón Salazar,46,Femenino,Lima,San Borja,2024-07-25,Tienda,Ocasional
C02444,César Perea Cardona,35,Masculino,Cusco,Wanchaq,2022-10-21,App,Regular
C02445,Tatiana Carvajal,40,Femenino,Trujillo,Trujillo Cercado,2022-06-06,App,Premium
C02446,Juan Velásquez,26,Masculino,Arequipa,Cerro Colorado,2022-01-06,Web,Regular
C02447,Luz Castañeda,47,Femenino,Lima,San Borja,2024-05-08,Tienda,Regular
C02448,Myriam María Suárez,38,Femenino,Trujillo,Trujillo Cercado,2025-01-27,Tienda,Regular
C02449,Ana Miranda,37,Femenino,Arequipa,Cayma,2023-08-09,Tienda,Regular
C02450,Isabel Vélez Ramírez,54,Femenino,Lima,San Juan de Lurigancho,2022-05-17,App,Regular
C02451,Martha Giraldo,45,Femenino,Cusco,Wanchaq,2024-06-18,Tienda,Nuevo
C02452,Flor Sánchez,47,Femenino,Piura,Castilla,2024-08-09,App,Regular
C02453,Paula Osorio,37,Femenino,Lima,San Juan de Lurigancho,2024-12-09,App,Regular
C02454,Luis Mendoza Carvajal,33,Masculino,Trujillo,Trujillo Cercado,2023-05-05,Web,Regular
C02455,Felipe Saúl Duarte,40,Masculino,Lima,Villa El Salvador,2022-01-01,Tienda,Ocasional
C02456,Karina Soto Ramos,42,Femenino,Cusco,Cusco Cercado,2025-11-15,Tienda,Regular
C02457,Enrique Franco Sarmiento,39,Masculino,Trujillo,La Esperanza,2024-11-29,Tienda,Regular
C02458,Patricia Bastidas Carrillo,41,Femenino,Arequipa,Yanahuara,2022-10-10,App,Nuevo
C02459,Yesid Sánchez Erazo,44,Masculino,Lima,Los Olivos,2023-03-01,Tienda,Premium
C02460,Víctor Mejía Ávila,52,Masculino,Trujillo,La Esperanza,2025-06-19,Tienda,Regular
C02461,Martha Escobar Uribe,25,Femenino,Lima,Villa El Salvador,2025-05-08,Tienda,Ocasional
C02462,Luisa Tovar,27,Femenino,Cusco,Santiago,2025-09-15,App,Nuevo
C02463,David Gustavo Suárez,18,Masculino,Lima,Los Olivos,2023-10-28,Tienda,Regular
C02464,Milena María Guzmán Carvajal,39,Femenino,Lima,Villa El Salvador,2024-05-05,Web,Regular
C02465,Jonathan David Duque,23,Masculino,Cusco,Cusco Cercado,2022-08-20,Tienda,Regular
C02466,Carlos Gómez,18,Masculino,Cusco,Cusco Cercado,2025-02-06,App,Nuevo
C02467,David Salas,36,Masculino,Trujillo,Trujillo Cercado,2023-09-28,App,Nuevo
C02468,Carlos González,26,Masculino,Arequipa,Cercado,2024-01-11,Tienda,Nuevo
C02469,Luis Sánchez Bernal,50,Masculino,Lima,Ate,2022-08-16,Web,Nuevo
C02470,Gregorio Flórez Torres,53,Masculino,Lima,San Juan de Lurigancho,2022-08-12,Tienda,Regular
C02471,María Carmen Ramírez Sierra,46,Femenino,Lima,Ate,2022-05-09,Tienda,Premium
C02472,Deisy Nayibe Ramos Gil,33,Femenino,Arequipa,Cerro Colorado,2023-12-21,Tienda,Regular
C02473,Paola Sánchez Rojas,21,Femenino,Lima,Los Olivos,2024-02-21,Tienda,Ocasional
C02474,Manuela Zapata Sandoval,27,Femenino,Lima,San Isidro,2022-05-07,Tienda,Premium
C02475,Mabel Olaya,26,Femenino,Arequipa,Cercado,2023-11-24,Tienda,Regular
C02476,Luz Vergara,33,Femenino,Trujillo,Huanchaco,2022-12-06,App,Ocasional
C02477,Rafael Raúl Perea Ramírez,34,Masculino,Cusco,Wanchaq,2022-05-24,Web,Regular
C02478,Laura Mercado Murillo,59,Femenino,Lima,San Borja,2023-05-11,Tienda,Regular
C02479,Angélica María Salgado González,48,Femenino,Lima,Miraflores,2023-08-26,Tienda,Ocasional
C02480,María Sandra Naranjo Quintero,61,Femenino,Trujillo,La Esperanza,2023-06-10,Tienda,Nuevo
C02481,Carmen Mercado Álvarez,41,Femenino,Lima,Comas,2023-06-22,Tienda,Ocasional
C02482,Manuel Iván Muñoz Ortiz,27,Masculino,Lima,Comas,2022-11-26,Tienda,Regular
C02483,Kevin Brayan Peña Castro,30,Masculino,Lima,Comas,2025-07-15,Tienda,Ocasional
C02484,César Santiago Arango Vélez,38,Masculino,Lima,San Juan de Lurigancho,2022-03-03,Tienda,Premium
C02485,Javier Christian Delgado,43,Masculino,Trujillo,El Porvenir,2023-09-19,Web,Regular
C02486,Yesid Augusto Bautista,52,Masculino,Trujillo,La Esperanza,2024-12-13,Tienda,Regular
C02487,César Muñoz,31,Masculino,Lima,Surco,2024-10-25,Web,Nuevo
C02488,Patricia Carmen Flórez,33,Femenino,Lima,San Juan de Lurigancho,2025-07-17,App,Nuevo
C02489,Luis Elías Ortega,40,Masculino,Trujillo,Huanchaco,2025-05-31,Tienda,Premium
C02490,Freddy Martínez,54,Masculino,Arequipa,Paucarpata,2024-01-31,Tienda,Premium
C02491,Mario Manuel Álvarez Quintero,33,Masculino,Lima,San Borja,2025-06-08,Web,Regular
C02492,Shirley Lucía González,44,Femenino,Trujillo,Victor Larco,2024-08-03,App,Regular
C02493,Leidy Vergara Quintero,25,Femenino,Lima,Miraflores,2025-10-03,Tienda,Regular
C02494,Daniela Perdomo Molina,43,Femenino,Lima,Miraflores,2022-09-10,App,Regular
C02495,Nelly Díaz Moreno,44,Femenino,Trujillo,Huanchaco,2025-04-12,Tienda,Regular
C02496,Rosalba Julieth Rodríguez,45,Femenino,Lima,San Isidro,2022-05-11,App,Premium
C02497,Deisy Gaviria González,54,Femenino,Lima,Ate,2022-10-09,Tienda,Regular
C02498,Javier Quintero,37,Masculino,Lima,Villa El Salvador,2022-10-19,Tienda,Regular
C02499,Stella Camacho Sierra,46,Femenino,Lima,Los Olivos,2024-08-06,Tienda,Regular
C02500,Manuel Montoya,27,Masculino,Lima,San Borja,2023-07-29,Web,Premium
C02501,Sofía Pérez Perea,24,Femenino,Lima,Comas,2025-05-31,Tienda,Regular
C02502,María Isabel Muñoz Morales,37,Femenino,Lima,Miraflores,2022-12-16,Tienda,Ocasional
C02503,Angélica Díaz,35,Femenino,Cusco,Cusco Cercado,2023-03-04,Web,Regular
C02504,Edgar Dario Escobar Gil,58,Masculino,Lima,La Molina,2025-01-11,Tienda,Regular
C02505,Antonio Rafael Vargas,46,Masculino,Lima,La Molina,2025-06-18,App,Ocasional
C02506,John Jhon Ramírez,55,Masculino,Lima,San Borja,2025-06-07,Web,Regular
C02507,Sandra Torres Vargas,43,Femenino,Lima,San Juan de Lurigancho,2025-05-28,App,Regular
C02508,Óscar García Suárez,48,Masculino,Trujillo,La Esperanza,2025-08-20,Tienda,Regular
C02509,Sebastián López Palacios,35,Masculino,Cusco,San Sebastian,2023-05-08,Tienda,Regular
